md5hash,fitzpatrick_scale,fitzpatrick_centaur,label,nine_partition_label,three_partition_label,qc,url,url_alphanum
600027ed492ec1c0835a06e9f2586f2c,4,4,ichthyosis vulgaris,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/I/ichthyosis_vulgaris/ichthyosis_vulgaris43.jpg,httpwwwdermaamincomsiteimagesclinicalpicIichthyosisvulgarisichthyosisvulgaris43jpg.jpg
1c32a94386a911fe422227c7d8608fa6,4,4,sarcoidosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis3.jpg,httpwwwdermaamincomsiteimagesclinicalpicssarcoidosissarcoidosis3jpg.jpg
b0963f057dfa2e62de48a0e3ae5da3f3,4,4,urticaria pigmentosa,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/u/urticaria-pigmentosa/urticaria-pigmentosa15.jpg,httpwwwdermaamincomsiteimagesclinicalpicuurticariapigmentosaurticariapigmentosa15jpg.jpg
fcad83c237e9001fd33a3cf22344801b,4,4,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-pustular/psoriasis-pustular12.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasispustularpsoriasispustular12jpg.jpg
45b54dadb3dfc9b5f0daaf9359fcbc43,4,4,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma97.jpg,httpwwwdermaamincomsiteimagesclinicalpicssquamouscellcarcinomasquamouscellcarcinoma97jpg.jpg
dd0c1d6eb34af65d791f5578a5af55b3,4,4,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_chronic_plaque/psoriasis_chronic_plaque29.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasischronicplaquepsoriasischronicplaque29jpg.jpg
6d95f95529e523da7d96c1eefbedd9ea,4,4,urticaria pigmentosa,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/u/urticaria-pigmentosa/urticaria-pigmentosa46.jpg,httpwwwdermaamincomsiteimagesclinicalpicuurticariapigmentosaurticariapigmentosa46jpg.jpg
4c1a40db1d616339f4e6c80b68532e63,4,4,sarcoidosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis73.jpg,httpwwwdermaamincomsiteimagesclinicalpicssarcoidosissarcoidosis73jpg.jpg
89c64fe94530998c57e31bf6242b1689,4,4,scabies,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/norwegian_scabies/norwegian_scabies24.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnorwegianscabiesnorwegianscabies24jpg.jpg
56a1eee88f2f48a2783557c50af10aa3,4,4,neurotic excoriations,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/neurotic-excoriations/neurotic-excoriations22.jpg,httpwwwdermaamincomsiteimagesclinicalpicnneuroticexcoriationsneuroticexcoriations22jpg.jpg
c273d2ad583d0c0d4031734914ca6c76,4,4,congenital nevus,benign melanocyte,benign,,https://www.dermaamin.com/site/images/clinical-pic/c/congential_nevus/congential_nevus57.jpg,httpwwwdermaamincomsiteimagesclinicalpicccongentialnevuscongentialnevus57jpg.jpg
2cdf5e087ec5a0e6314546804e1a8f0f,4,4,becker nevus,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/b/beckers_nevus/beckers_nevus26.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbeckersnevusbeckersnevus26jpg.jpg
1fc4cc2b5f4d2e53b2a4d12b611db575,4,4,nematode infection,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/larva-migrans/larva-migrans47.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlarvamigranslarvamigrans47jpg.jpg
89539f53806244c54ddf51aad070c320,4,4,vitiligo,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo42.jpg,httpwwwdermaamincomsiteimagesclinicalpicvvitiligovitiligo42jpg.jpg
c4e7c640ffc2acfe6a24090bf0c26b35,4,4,hailey hailey disease,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/h/hailey_hailey_disease/hailey_hailey_disease73.jpg,httpwwwdermaamincomsiteimagesclinicalpichhaileyhaileydiseasehaileyhaileydisease73jpg.jpg
2c1c0f98ab632a3ad4fa79a1dea31788,4,4,xeroderma pigmentosum,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/X/xeroderma-pigmentosum/xeroderma-pigmentosum56.jpg,httpwwwdermaamincomsiteimagesclinicalpicXxerodermapigmentosumxerodermapigmentosum56jpg.jpg
0c5cba55ae3879428360b0d9b0340b6c,4,4,milia,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/m/miliaria/miliaria78.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmiliariamiliaria78jpg.jpg
12c5bb0088533268404035c3c030b7d3,4,4,lupus erythematosus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/subacute-cutaneous-lupus-erythematosus/subacute-cutaneous-lupus-erythematosus63.jpg,httpwwwdermaamincomsiteimagesclinicalpicssubacutecutaneouslupuserythematosussubacutecutaneouslupuserythematosus63jpg.jpg
fd06d13de341cc75ad679916c5d7e6a6,4,4,prurigo nodularis,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis31.jpg,httpwwwdermaamincomsiteimagesclinicalpicpprurigonodularisprurigonodularis31jpg.jpg
d8d15a8ba5306f95a65392e541bb81ac,4,4,urticaria,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/papular-urticaria/papular-urticaria8.jpg,httpwwwdermaamincomsiteimagesclinicalpicppapularurticariapapularurticaria8jpg.jpg
8eac9655ead07d391e1b12edb29d891d,4,4,porphyria,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/porphyria-cutanea-tarda/porphyria-cutanea-tarda9.jpg,httpwwwdermaamincomsiteimagesclinicalpicpporphyriacutaneatardaporphyriacutaneatarda9jpg.jpg
9de1afbb265ce50b1d0829f54fe4b668,4,4,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma94.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratoacanthomakeratoacanthoma94jpg.jpg
2010fc96d40d1f41a4a72429c2bbc354,4,4,lichen planus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus_actinic/lichen_planus_actinic5.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenplanusactiniclichenplanusactinic5jpg.jpg
55b0a18bf7d66e453577477afad86967,4,4,halo nevus,benign melanocyte,benign,,https://www.dermaamin.com/site/images/clinical-pic/h/halo_naevus/halo_naevus54.jpg,httpwwwdermaamincomsiteimagesclinicalpichhalonaevushalonaevus54jpg.jpg
f328d6f95f589aab72ec36989dc0ccd0,4,4,eczema,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/eczema/eczema105.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeczemaeczema105jpg.jpg
dfe8da5278baf99ff1d0b1240e47a291,4,4,lymphangioma,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/L/lymphangioma/lymphangioma40.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlymphangiomalymphangioma40jpg.jpg
a618a74a7b78c46d257ac4a5553310c3,4,4,scabies,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies27.jpg,httpwwwdermaamincomsiteimagesclinicalpicsscabiesscabies27jpg.jpg
f0ac8e2b66b9411a5c3c6a6f699bdf7b,4,4,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/r/rhus_dermatitis/rhus_dermatitis11.jpg,httpwwwdermaamincomsiteimagesclinicalpicrrhusdermatitisrhusdermatitis11jpg.jpg
808baf0636bdf773feafa8be072de745,4,4,lupus erythematosus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/r/reticular-erythematous-mucinosis/reticular-erythematous-mucinosis5.jpg,httpwwwdermaamincomsiteimagesclinicalpicrreticularerythematousmucinosisreticularerythematousmucinosis5jpg.jpg
4abdcd1c0f5aba8b2841a2b12167debd,4,4,neutrophilic dermatoses,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/sweet-syndrome/sweet-syndrome5.jpg,httpwwwdermaamincomsiteimagesclinicalpicssweetsyndromesweetsyndrome5jpg.jpg
11bad1ca50668e9a7d6aee6b69d3bc47,4,4,kaposi sarcoma,malignant dermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/k/kaposis-sarcoma/kaposis-sarcoma109.jpg,httpwwwdermaamincomsiteimagesclinicalpickkaposissarcomakaposissarcoma109jpg.jpg
173de6dd81d8f22b2e92edafa95061e7,4,4,pityriasis rosea,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rosea/pityriasis_rosea55.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisroseapityriasisrosea55jpg.jpg
